4000 30000
414 2113 720869
259 2053 851400
23 3583 496503
375 1408 179970
786 3808 67942
67 3541 523443
2160 3960 501280
526 1840 302992
2201 2898 778280
879 2873 441026
1153 1337 737439
1596 2375 255844
1178 1775 355866
1904 2630 697625
2063 2600 834410
2129 2894 46302
641 2337 274262
1518 3970 464453
415 2962 362653
1594 1645 77525
2620 2798 774861
412 1524 288808
256 3298 89985
474 1927 623888
878 2100 705950
123 862 452431
2459 3517 61423
2131 2780 298940
1742 2584 555707
1237 3687 589351
2307 3114 148500
2327 3070 954023
3136 3325 373672
150 1473 903950
1714 2249 241179
16 3463 453301
799 3331 580112
1461 2574 122891
396 1515 900984
1574 1632 692671
1097 3277 938977
3775 3778 926398
2153 3262 361722
178 735 149871
480 2800 988472
1660 2815 228286
3313 3614 915616
2187 3425 841076
53 2317 985471
1978 3301 711454
324 1255 612902
1384 3653 464676
2051 3888 71938
65 125 41024
545 1997 995823
2556 2821 158637
1868 3107 14602
1645 2723 625141
151 3961 289193
1974 3613 595171
1428 3937 648777
2330 3941 82160
1992 3006 882047
2116 3296 938464
320 464 639008
143 3284 773915
2742 3133 280134
1816 2087 737778
1966 3228 786090
774 3939 809703
1718 3945 533991
47 1074 897931
3234 3405 344274
1633 3052 718390
97 3372 719205
3457 3866 818841
1724 3350 245582
1437 1859 431398
664 3637 733715
1437 1728 138006
1733 3783 355723
2126 2806 999770
409 2391 567526
376 684 614577
472 3426 698300
281 2631 814518
1472 2004 638219
3407 3862 667655
3157 3851 560671
872 1578 90107
1712 2878 400192
2954 3837 623349
597 2724 358092
1280 2602 486467
1057 1531 463290
184 3688 927570
1511 2702 169574
1269 1273 985787
425 929 597637
1600 1649 307566
59 526 441629
603 3479 17465
2554 3953 482062
1507 2397 179693
864 3038 828750
154 3573 664789
2626 3725 506651
1651 3898 599920
826 3790 408696
1780 2777 150344
1346 3188 479222
3328 3790 751052
94 1145 481958
2490 3559 239464
3253 3705 670853
355 3859 474425
1496 3935 981050
147 1937 345300
419 1726 202125
1116 3505 661254
1203 3460 296441
530 2682 540582
1674 1735 500676
1233 3693 567517
837 3509 711222
1543 2715 911432
1492 3038 579366
2895 3184 433654
195 3955 427379
1070 2320 707236
529 3926 580790
367 3563 973319
1302 1649 451344
1693 2330 496928
1201 1847 806116
267 1421 207658
853 1759 882695
571 653 854231
847 2225 722185
1957 3518 895254
1545 3444 40134
162 2335 119696
6 1463 917696
3350 3792 883388
631 1991 288941
2747 3763 805207
968 2758 422965
1453 1538 639617
36 115 800463
2221 2423 140333
1827 3967 287776
2301 2314 88289
2010 2306 49752
59 2007 221895
2989 3447 172237
388 1736 612000
845 1596 485319
561 2297 338856
531 2333 155322
905 1346 845744
1679 3084 633710
1397 1455 616362
2097 3758 767019
201 3816 537026
2448 3263 456014
2686 3650 330101
1597 3038 366945
357 2510 965594
3040 3565 980278
385 3240 649534
984 2064 868617
3047 3870 194013
2318 3761 261771
2518 2781 989586
966 3807 260848
173 3651 880850
2627 3040 654798
1924 3748 489307
3312 3518 540346
148 2551 641083
1683 3887 415498
2652 3285 667719
666 3045 486037
1825 2789 436554
375 1983 257519
1576 2156 637521
782 2778 704912
1576 3057 428659
2884 2927 180323
3074 3582 115225
1017 1108 595463
515 3760 254747
235 777 225792
2624 3565 275616
3178 3939 457599
1050 1866 744106
995 2923 465239
2571 3836 504295
847 1806 343221
1170 1739 478647
748 2756 43754
211 3270 939865
2959 3856 844641
1103 2479 536205
719 2009 520496
2670 3410 574713
2332 3128 579708
367 2519 706630
1015 3366 928435
236 887 818173
1986 3235 533280
2197 2990 456550
1507 2855 804757
2609 3849 31236
54 3327 121596
902 2349 817005
1476 3616 271336
2195 3324 705855
1954 3209 65572
2741 3444 530810
1266 2679 216796
2020 2547 718992
1226 3097 808498
1074 3854 227458
1480 3442 218784
1038 2381 305484
1996 2043 715312
1671 1732 913506
3939 3976 920714
1511 2716 596509
334 673 419539
1469 2880 433558
813 2328 611136
1663 2533 280561
1121 1975 978040
258 3364 740421
1742 1759 658768
1406 3490 796439
2912 3428 892766
1290 3978 359834
488 1962 532167
27 3783 943046
595 1938 565373
1426 2258 203905
1987 3378 406231
28 3635 777595
801 1729 651353
3134 3569 815194
360 2398 458621
1479 2375 679910
1313 2862 526223
1480 3241 698005
526 1530 430600
1899 3307 565209
1293 2156 296586
388 1672 392573
2335 2472 158653
2040 2393 793786
1234 3104 244183
582 3855 430558
117 1894 465771
2692 3373 769363
698 3898 291244
2148 3650 642550
656 859 103843
1395 1797 685866
2722 3729 612690
1375 1768 543082
3001 3162 306185
3207 3697 311119
2607 3323 885012
379 2014 76385
2094 3063 344634
1339 2712 255134
3889 3922 528141
84 2071 53535
792 2303 125263
2167 2993 427382
1328 2075 742382
612 1376 561588
3731 3983 81262
713 744 827627
1481 2806 498690
144 2467 557753
385 1953 570027
820 2446 832097
3122 3981 252888
1244 2114 507406
188 626 873085
1152 3360 110461
882 1300 166443
1977 2562 23155
2190 3809 966312
1232 2628 770808
932 3337 79192
1364 3378 544363
1813 3358 819485
954 3054 33598
1931 2460 246138
1643 3546 279641
2007 2942 928874
802 1504 78851
45 309 355011
1276 2621 101990
612 1429 574922
973 2328 334651
492 1337 402008
822 3545 451313
2005 2772 393596
1262 1902 971238
903 3908 262179
1061 1778 347682
981 1369 88078
344 3989 949353
1770 2335 38317
1609 2742 924996
260 430 441487
1603 2620 357032
727 2286 695388
1988 3882 813289
3120 3243 337548
1299 1372 434608
1334 2704 160328
1764 3047 964668
1733 3118 618437
1787 3341 233531
2783 3952 354312
622 2572 283915
857 1654 604993
1090 1394 530980
209 3035 890574
583 1859 96297
3543 3544 227000
223 1308 670399
777 892 528483
2563 3681 376176
1212 1697 548127
2318 3877 479050
144 324 620258
1137 1717 365347
117 752 201907
1686 3044 875766
1581 3693 283661
1803 3046 480968
1445 2694 449744
2280 2375 744658
2456 3938 290706
166 2584 13024
309 1986 817699
1445 2245 883767
1914 3944 540870
957 1852 126556
1001 1618 624488
46 1631 162290
1842 2600 737336
122 696 968062
1707 2577 604351
413 1512 517
1789 3850 956825
2094 3488 78270
2037 3608 412183
240 478 365491
1857 3386 34491
3488 3874 678889
2439 2517 452730
205 3486 917203
267 1192 932132
618 1957 561995
1487 3745 285844
2313 3585 240289
935 3544 790678
21 1470 138917
3313 3407 677126
1804 3632 688965
1045 2500 655403
1776 2704 575240
2970 2979 676784
3463 3940 250740
1426 1459 342836
90 3303 770772
1024 3593 418315
2271 2493 826336
1188 1805 154094
2314 3961 26077
1357 3279 604577
3034 3132 659632
2275 2463 126602
1925 3059 158893
2151 3383 240670
987 3038 328760
112 2630 17783
1252 2427 752628
1115 2439 898784
1105 3561 7096
735 1639 756453
2568 3769 115936
2200 2395 486398
1154 1805 832675
399 3955 200409
1070 1293 875446
1404 1830 614427
183 3965 691678
945 1297 246117
1210 3730 987573
2848 3178 572307
1767 3631 172075
318 3568 394821
1824 2318 884625
2222 3345 408579
3291 3755 825872
1472 3553 423627
1437 1981 103809
2011 2733 725458
480 2462 442667
53 1640 797866
361 1622 395632
788 1189 928301
3610 3859 6124
235 3203 820698
1167 3309 96340
2862 3391 161812
1194 3370 67600
3180 3556 566332
36 638 73146
88 3657 595137
800 1523 888758
1507 1588 586299
1549 1808 174157
285 2135 1359
1335 3653 784668
1675 3043 915881
2413 3839 9426
1944 3439 756981
2124 2933 437368
2589 3622 5456
111 2759 66255
1969 3517 308194
1816 3776 609742
412 3973 888229
1685 1746 35881
2705 3773 911276
2938 3611 421688
716 3402 219983
1525 1697 998915
1498 3066 717503
256 874 689965
124 3481 311933
2292 3676 28060
1770 2616 844472
300 2351 614569
2233 3356 918341
1509 2293 950304
3008 3549 261705
1057 3884 451581
474 2799 593078
654 1699 281333
1179 2971 437808
1206 2904 616099
3316 3328 506715
140 1678 627366
262 2710 762722
1403 2122 861366
2022 3707 416374
1412 1905 733782
703 993 734607
1708 2423 424305
108 678 385483
1917 3933 959041
2016 3249 238368
1083 3388 144397
450 2449 196659
3524 3852 822780
890 3910 960802
1322 1616 347058
2666 3398 947761
1089 2357 545820
1196 2662 798498
498 3112 566782
1480 3539 846030
2259 2562 513418
2656 3363 699866
2886 3315 840069
2448 3776 367979
1743 3602 61652
1493 2660 856317
2773 3849 377757
594 2511 907305
3008 3444 882768
2226 2898 920247
609 1156 559161
2027 3811 910523
2245 3478 769761
2277 2667 481888
1878 2646 979630
537 650 29474
967 3662 333323
607 3077 348185
50 2382 459544
1150 2627 626441
1750 3235 603596
911 1613 51758
210 3786 651235
1899 2876 257511
1873 3787 347740
2522 3770 752629
1596 3840 936290
2919 3268 960896
1649 3104 141297
2648 3151 527923
900 1441 483158
1037 2162 553122
1148 2299 921331
198 383 460558
336 2247 22430
457 1987 701303
2053 2616 353495
1323 3258 356762
154 779 134763
1451 3426 570265
867 1727 67164
1237 2255 733677
2359 3402 963975
43 137 560524
601 2735 5212
721 3384 794020
1039 3689 440072
2534 2946 825747
3452 3649 266525
1254 2764 738302
1029 2980 867520
216 545 257775
2574 2927 993528
2549 2969 726016
3426 3921 712750
990 3656 817823
695 3010 277511
3435 3580 60808
1182 3580 612259
2343 3707 105865
2361 3723 36844
619 1882 437412
9 3192 344338
1537 1741 711658
1518 3906 999930
656 2507 231586
1868 2831 140632
342 1302 564211
1503 2835 408143
2114 2893 290837
1254 3979 782560
824 3135 983178
2588 3143 626370
1031 2926 192462
1288 2936 758331
2296 2866 329189
1126 2804 699056
1820 3436 340710
3322 3648 563544
143 1435 150437
1766 2980 839690
1892 2941 15176
1423 1528 934670
145 805 108052
959 3740 261340
2957 3290 623635
479 1761 12760
1196 3887 222579
597 1195 830252
142 1337 448039
669 2931 181804
2560 2973 584744
2149 3982 610623
126 819 87427
871 1084 759518
725 2563 110474
1555 2198 888234
1442 2959 749782
1890 2390 742976
143 2883 308665
182 1813 221333
785 2338 779892
3285 3434 226
455 2057 508703
1326 1484 14139
1002 3888 274863
2438 3476 136418
63 1396 814211
1845 3637 648952
1173 3779 687835
312 1838 113999
3001 3523 250784
2434 3416 146068
490 3994 734523
697 2325 124200
3188 3326 576439
2052 3154 714876
2822 3568 68623
1385 1412 860260
2337 2584 436390
774 2524 245054
296 524 468054
63 3308 206488
408 1728 587329
603 1457 181654
644 1155 265331
1947 2695 432484
1175 1868 604051
1799 3252 529814
1941 2411 952750
464 2801 181523
207 987 470170
262 646 82233
2726 3102 50640
2783 3680 884096
437 835 113092
1769 3133 979786
307 2605 686006
2105 2657 13257
471 867 159549
20 1573 780013
226 3096 504999
839 1619 617997
3852 3940 748722
2723 2844 664401
3293 3511 5587
385 1279 865071
236 523 441378
2529 2892 835834
139 3714 908701
1287 3688 612720
734 3701 709297
1053 2352 150136
2555 3402 174427
124 1751 369501
877 1043 917012
1779 2817 598642
2653 3888 846877
1182 1266 782120
1453 1672 934186
1359 2154 739472
1412 3226 928557
523 2816 455261
2217 3011 401815
1439 2692 367917
2940 3568 721311
304 2736 575089
2624 3299 941742
241 2528 507275
1001 1693 284946
198 3187 434304
3011 3775 768067
298 3568 274882
3181 3308 89098
1098 1349 475789
390 1266 615709
1045 2578 514444
343 1667 553419
3223 3761 174012
223 3036 212056
334 3409 576254
2771 2991 912028
2690 3058 928677
1871 1941 776337
3219 3391 145786
484 3533 890175
3413 3594 959220
1432 2038 467914
1192 3810 263136
580 1822 159710
1265 1878 575470
255 2484 766240
2865 3313 176930
1605 3542 779152
231 995 458370
879 2018 615205
472 545 454618
2862 3765 584401
32 2671 913592
492 3520 498523
2721 3231 107788
1205 2701 208394
69 1294 535706
2224 3962 913662
545 1728 915009
450 2562 531887
3458 3655 412711
2625 3223 555572
3026 3606 30242
971 3125 527085
2355 3846 258157
1408 3986 283361
381 2701 63781
439 1276 528095
2102 3003 452639
1111 3452 499552
1350 3458 559009
2061 2083 106583
1460 1633 610188
227 2782 849313
2628 3312 500019
1470 2613 621426
1183 3345 496126
1317 3784 817401
1412 1885 880755
2403 3347 628206
696 1955 707664
1316 3109 90098
741 3900 843557
1320 2088 914339
983 3753 317318
2804 3773 160282
1199 3987 651627
1655 1678 843410
3066 3079 165646
1468 3835 533344
393 3774 478391
57 1089 413499
988 2507 410592
2417 3428 499911
1108 3532 724893
2426 3304 343697
855 2708 156035
2335 2532 225689
1962 2097 597106
2148 3743 206573
1087 2541 102698
2949 3479 811786
1330 1456 473126
224 3922 696905
185 1331 332436
1079 3756 396092
1128 2463 992946
1150 1515 651829
3246 3556 673790
662 3341 972290
779 3587 142830
609 2285 442130
1939 2423 443937
1860 3549 508160
806 2397 65490
1243 3475 433245
954 1335 288060
2468 2633 281561
2375 2462 740806
252 3036 380498
542 2622 701277
1258 3724 697885
2207 3680 300175
2144 3581 402387
386 2305 20783
147 1980 396609
1393 3314 873562
1805 1946 640381
407 3366 922755
524 1011 834142
1375 1904 64763
1628 2652 266372
889 3834 734403
1417 2329 941983
633 3804 618721
587 1132 580700
1196 2876 740366
680 3110 574311
397 3843 767070
1272 2950 476080
1092 2646 706335
1649 2207 84314
931 2890 52147
306 3334 602828
109 1318 211812
391 1047 460943
1091 2594 299818
1457 2055 16497
121 1897 925245
1198 3543 250517
2289 3975 889162
847 2310 575163
1777 2625 490052
1110 3124 966709
1952 2779 374817
1765 3521 284215
612 2708 58808
2420 2527 604862
2892 3376 79110
622 2434 920659
2408 3491 930947
718 1005 240145
168 3694 81921
2572 2817 223382
769 1281 606513
450 2533 850033
665 1592 50996
470 3825 949768
1039 3846 120659
149 819 363445
309 808 154204
107 1313 682921
604 1833 66614
404 2877 873783
1685 2260 674551
1125 2134 713435
3151 3158 451378
2155 2975 671848
14 3923 424045
162 934 116863
731 1322 517171
1780 2936 546835
2209 2384 264667
824 1612 193423
2959 3871 267107
995 1862 409592
505 3297 388742
2659 3027 779717
2875 2933 703730
218 2920 756243
135 949 857916
1306 3884 456048
494 2092 274431
1161 3267 460394
2577 2936 688265
438 2043 113611
3734 3988 70115
730 3113 125125
799 1987 228409
881 1259 16979
1125 1393 854279
3051 3393 378162
3441 3544 820605
1056 2224 248224
2619 3992 534800
2386 3236 871238
847 2725 487323
3315 3807 350787
605 792 100774
1202 1486 710384
2533 2962 780128
812 2354 343530
2147 3326 947425
283 370 372833
507 2988 813176
2223 3660 535561
3250 3422 498638
2573 2736 58444
1713 3527 511048
1080 2487 592885
1223 3612 543846
775 1703 254552
100 1234 664698
383 659 565067
1241 1492 932407
900 3020 938629
149 2582 246402
1220 3074 893137
16 786 553016
3064 3624 454447
1198 3950 614411
148 2900 887185
485 3052 167285
1144 3750 308019
1170 2987 41259
1577 2007 934511
558 940 859011
2511 2961 818436
450 2526 647221
1818 1941 995196
266 2242 572745
2677 2742 159997
1793 1862 100481
1499 1895 857976
1870 3064 805315
992 3130 755673
1901 1993 760964
1004 1213 803474
2015 3441 974351
3014 3832 784643
97 2211 310885
2773 3308 129626
987 3305 11770
2485 3787 105664
707 2115 9079
3430 3836 654422
1828 3103 980323
67 2831 265887
2623 3893 887901
1637 2596 915733
199 3240 803829
2477 3506 682954
103 2811 923940
2949 3873 726776
1415 1890 399482
845 2969 499669
299 1392 961848
718 2067 128679
962 3954 367653
3558 3856 293289
3149 3589 933487
1625 3770 377345
2079 2724 752155
2303 3016 707455
192 1793 584869
1627 3513 706065
904 1297 826716
2970 3145 707785
176 3275 152746
3130 3830 168655
1471 3070 23803
2840 2959 545427
304 1563 895857
811 931 54160
618 2723 642351
701 1839 185863
257 2349 339118
1846 2973 82439
2373 2758 681714
2554 3856 24843
25 512 60265
315 3335 559104
2095 3990 237018
1152 1952 17948
464 1769 145022
2816 3959 534075
215 1031 168423
502 3187 526268
2296 2941 252641
1007 2152 231546
1851 2663 723570
2468 3329 211256
1572 1775 39245
79 2590 992396
542 891 294516
2265 3709 530475
340 1092 922689
764 1593 814228
885 3384 912875
377 1892 855026
94 3924 842040
2561 3494 897721
132 2751 567495
2348 3073 263573
315 2745 556467
1613 2580 572175
88 2919 529266
34 3130 283210
1710 3418 400095
2937 3794 77986
2316 3717 374431
356 3563 316991
2429 2665 497474
1012 1925 152898
108 1850 301213
1721 2669 603792
2160 2845 111062
463 1641 475096
3674 3702 738513
121 2639 186658
954 2459 18375
890 1661 989937
90 1881 312601
2366 3355 541964
253 567 154072
1818 3236 476144
1962 2432 522303
1025 2894 764296
473 2919 499997
2986 3391 158635
1644 1849 627940
371 2738 749953
970 2660 906042
324 3613 212759
929 1578 933677
2 3098 625264
146 1060 859695
2436 2801 198941
2908 3097 926211
2245 3095 441602
240 2082 339450
611 2375 510540
328 3270 755509
2722 2883 88185
812 3833 145113
813 1510 776562
958 2775 553621
110 2822 620056
1763 3207 967315
327 2653 817559
734 1929 873799
1731 3460 154409
271 3787 682030
2508 3781 769264
318 2692 958075
202 1783 918887
2345 3328 644196
2149 3967 172658
264 375 235864
590 3691 366516
1250 2870 239601
600 3049 483061
1223 1810 363199
1355 3841 786059
1105 1672 480750
3454 3533 897303
1798 2772 144630
2116 2969 115131
2491 3979 491394
2533 3843 232335
134 2711 263204
2664 3535 956155
1344 2077 305377
1277 1536 99083
2641 3688 392754
438 2525 364207
1296 2094 306357
616 2724 256472
594 1855 867314
436 1601 106198
2288 3498 274332
1492 2162 761866
238 2000 239561
1866 3729 873097
1553 2813 948089
2343 3919 422613
436 479 731908
2836 3511 36524
1366 3660 509117
3318 3327 901905
1525 1606 581402
209 3449 303563
1800 2075 67801
1529 1637 753666
693 3086 663571
611 3175 761913
1089 1788 978700
276 1696 942210
2572 3936 283927
3614 3690 495245
1138 1595 841202
1699 3349 68650
2913 3773 166450
1761 3066 956330
846 1084 21022
20 655 269632
2159 2920 582721
207 1620 299348
2778 3831 643283
2819 3758 30896
765 3003 568386
114 205 530084
1208 3026 194208
10 2443 800321
340 3526 221518
181 1362 405890
3100 3346 776048
720 2419 96606
902 1768 371384
659 1051 658554
14 300 827319
570 1038 491784
1777 3474 439161
2034 2138 253603
2355 2477 205128
190 226 473660
2116 3536 304760
1954 2516 709831
3123 3721 114732
1124 2859 319742
1413 1775 303755
1084 3164 424325
1220 2637 266453
381 1022 996591
1984 3729 87419
3465 3954 43609
1125 2069 651144
584 2237 525449
420 3706 449522
2564 3152 66645
329 3247 956771
1412 3002 171934
2632 3679 274922
2133 3364 459943
1700 3076 43671
1164 2495 247624
2104 2640 477692
877 1600 542628
1296 3402 506333
800 924 289249
46 3569 549929
692 3399 599340
626 3078 478323
1210 3548 626039
285 3843 779738
3131 3515 177253
1587 3491 292244
1536 3186 913120
164 2587 298768
2849 3510 563919
450 3430 28316
121 2379 995714
1098 2072 923143
395 997 560704
840 2786 421340
354 2524 592471
129 3844 634057
374 1379 713594
1846 1894 840181
743 966 496042
